response_id,department,country,region,gender_group,age_band,job_level,tenure_band,work_model,Belonging,Employee Voice,Psychological Safety,Fairness & Opportunity,Inclusive Leadership,inclusion_index_1_5,inclusion_index_0_100,inclusion_outcome
R01815,Customer Service,PL,EMEA,Men,30-39,Team lead,1-2 years,Onsite,4.0,4.0,4.667,2.333,4.333,3.867,71.7,3.0
R01816,Customer Service,PL,EMEA,Women,40-49,Individual contributor,< 1 year,Onsite,4.667,5.0,4.667,4.333,5.0,4.733,93.3,4.667
R01818,Customer Service,PL,EMEA,Women,60+,Individual contributor,< 1 year,Remote,4.667,4.0,2.667,4.333,4.333,4.0,75.0,3.333
R01819,Customer Service,PL,EMEA,Women,30-39,Individual contributor,1-2 years,Onsite,5.0,3.333,3.333,3.333,3.333,3.667,66.7,4.0
R01820,Customer Service,PL,EMEA,Women,30-39,Individual contributor,< 1 year,Remote,4.0,3.333,2.333,3.667,3.0,3.267,56.7,4.0
R01822,Customer Service,PL,EMEA,Men,30-39,Individual contributor,< 1 year,Onsite,4.667,3.0,2.333,4.333,3.333,3.533,63.3,4.333
R01823,Customer Service,PL,EMEA,Men,30-39,Manager,1-2 years,Onsite,4.333,4.0,4.333,3.667,5.0,4.267,81.7,3.0
R01824,Customer Service,PL,EMEA,Men,30-39,Individual contributor,1-2 years,Onsite,4.0,2.0,3.333,3.667,3.667,3.333,58.3,3.0
R01826,Customer Service,PL,EMEA,Men,30-39,Manager,1-2 years,Hybrid,2.333,4.0,4.0,4.333,4.667,3.867,71.7,4.667
R01827,Customer Service,PL,EMEA,Men,18-29,Individual contributor,10 years +,Onsite,4.0,4.667,2.667,4.0,5.0,4.067,76.7,4.0
R01828,Customer Service,PL,EMEA,Men,18-29,Individual contributor,1-2 years,Onsite,2.667,4.333,3.0,2.0,4.667,3.333,58.3,3.333
R01829,Customer Service,PL,EMEA,Women,30-39,Individual contributor,< 1 year,Remote,4.0,3.667,3.667,3.333,5.0,3.933,73.3,4.0
R01830,Customer Service,PL,EMEA,Men,60+,Individual contributor,< 1 year,Onsite,4.667,4.667,2.333,4.0,4.667,4.067,76.7,4.667
R01831,Customer Service,IN,APAC,Women,30-39,Senior leader,< 1 year,Onsite,4.667,3.667,4.333,4.0,4.0,4.133,78.3,3.0
R01832,Customer Service,IN,APAC,Men,18-29,Individual contributor,1-2 years,Onsite,4.333,4.0,3.667,4.333,5.0,4.267,81.7,4.0
R01833,Customer Service,IN,APAC,Women,18-29,Individual contributor,6-10 years,Remote,3.333,2.667,1.667,2.333,3.667,2.733,43.3,3.667
R01834,Customer Service,IN,APAC,Women,50-59,Team lead,10 years +,Onsite,4.0,3.0,3.667,3.333,3.0,3.4,60.0,3.667
R01835,Customer Service,IN,APAC,Women,60+,Manager,10 years +,Onsite,4.0,4.333,2.0,2.0,4.333,3.333,58.3,3.333
R01836,Customer Service,IN,APAC,Men,18-29,Manager,10 years +,Onsite,4.333,3.333,3.333,3.0,4.667,3.733,68.3,3.333
R01838,Customer Service,IN,APAC,Women,50-59,Individual contributor,10 years +,Onsite,3.0,2.667,2.0,4.667,3.333,3.133,53.3,3.0
R01839,Customer Service,IN,APAC,Men,40-49,Individual contributor,3-5 years,Onsite,3.667,1.333,2.667,2.667,4.667,3.0,50.0,2.333
R01841,Customer Service,IN,APAC,Men,30-39,Individual contributor,3-5 years,Hybrid,4.667,3.0,4.0,1.333,3.333,3.267,56.7,1.333
R01843,Customer Service,IN,APAC,Women,40-49,Team lead,< 1 year,Onsite,2.667,2.667,3.667,2.333,4.0,3.067,51.7,3.333
R01844,Customer Service,IN,APAC,Men,40-49,Individual contributor,< 1 year,Onsite,3.667,3.333,2.667,2.667,2.333,2.933,48.3,4.333
R01846,Customer Service,IN,APAC,Women,60+,Manager,6-10 years,Onsite,4.333,3.667,3.0,2.333,2.667,3.2,55.0,3.667
R01847,Customer Service,IN,APAC,Women,30-39,Individual contributor,1-2 years,Onsite,3.667,3.333,3.333,3.667,2.667,3.333,58.3,2.667
R01848,Customer Service,IN,APAC,Women,30-39,Individual contributor,3-5 years,Hybrid,4.333,3.667,4.0,2.0,3.667,3.533,63.3,3.333
R01850,Customer Service,IN,APAC,Men,50-59,Team lead,3-5 years,Onsite,3.333,3.333,3.667,4.0,5.0,3.867,71.7,4.667
R01851,Customer Service,IN,APAC,Women,30-39,Individual contributor,3-5 years,Onsite,5.0,4.333,2.333,3.0,5.0,3.933,73.3,4.333
R01852,Customer Service,IN,APAC,Women,30-39,Individual contributor,1-2 years,Onsite,4.0,3.333,3.333,4.333,4.667,3.933,73.3,3.333
R01854,Customer Service,IN,APAC,Men,30-39,Individual contributor,1-2 years,Onsite,4.0,4.333,2.333,3.333,4.0,3.6,65.0,3.333
R01856,Customer Service,IN,APAC,Men,60+,Individual contributor,3-5 years,Hybrid,4.333,4.0,4.333,3.0,4.667,4.067,76.7,4.667
R01857,Customer Service,IN,APAC,Men,18-29,Individual contributor,< 1 year,Onsite,4.667,3.0,3.0,3.667,4.667,3.8,70.0,3.333
R01858,Customer Service,IN,APAC,Men,30-39,Individual contributor,< 1 year,Onsite,5.0,4.0,2.667,4.0,2.0,3.533,63.3,4.667
R01863,Customer Service,IN,APAC,Men,18-29,Senior leader,6-10 years,Onsite,4.0,4.333,5.0,3.0,5.0,4.267,81.7,4.0
R01864,Customer Service,DE,EMEA,Women,60+,Team lead,< 1 year,Onsite,2.667,4.667,3.333,3.667,3.0,3.467,61.7,4.0
R01865,Customer Service,DE,EMEA,Non-binary / self-described,30-39,Individual contributor,6-10 years,Onsite,4.667,2.667,3.0,4.0,3.0,3.467,61.7,2.667
R01866,Customer Service,DE,EMEA,Women,18-29,Individual contributor,3-5 years,Hybrid,5.0,2.667,2.667,3.333,3.667,3.467,61.7,3.333
R01868,Customer Service,DE,EMEA,Men,40-49,Individual contributor,1-2 years,Onsite,2.667,5.0,2.333,2.667,4.667,3.467,61.7,4.0
R01869,Customer Service,DE,EMEA,Men,18-29,Individual contributor,6-10 years,Onsite,3.333,4.0,2.333,3.333,3.333,3.267,56.7,3.667
R01870,Customer Service,DE,EMEA,Women,30-39,Individual contributor,< 1 year,Hybrid,4.333,4.333,3.333,3.0,4.0,3.8,70.0,3.0
R01871,Customer Service,DE,EMEA,Men,40-49,Team lead,< 1 year,Onsite,3.333,5.0,4.333,3.667,4.667,4.2,80.0,4.333
R01872,Customer Service,DE,EMEA,Women,18-29,Team lead,3-5 years,Onsite,4.333,3.667,5.0,2.667,1.667,3.467,61.7,4.0
R01873,Customer Service,DE,EMEA,Women,50-59,Individual contributor,3-5 years,Onsite,3.333,2.333,2.667,4.0,3.333,3.133,53.3,3.333
R01874,Customer Service,DE,EMEA,Men,18-29,Individual contributor,6-10 years,Onsite,3.667,4.0,3.0,3.0,4.0,3.533,63.3,3.667
R01875,Customer Service,DE,EMEA,Women,30-39,Individual contributor,10 years +,Onsite,4.0,4.0,3.667,2.667,2.667,3.4,60.0,3.667
R01876,Customer Service,DE,EMEA,Men,18-29,Individual contributor,< 1 year,Onsite,4.333,4.333,2.333,4.0,4.0,3.8,70.0,3.333
R01879,Customer Service,DE,EMEA,Men,18-29,Individual contributor,6-10 years,Hybrid,3.0,4.333,4.667,3.667,4.667,4.067,76.7,3.667
R01880,Customer Service,DE,EMEA,Men,30-39,Individual contributor,3-5 years,Onsite,2.333,3.667,2.667,2.333,3.333,2.867,46.7,3.0
R01883,Customer Service,DE,EMEA,Men,40-49,Individual contributor,3-5 years,Hybrid,4.0,3.333,3.667,2.667,3.333,3.4,60.0,3.333
R01884,Customer Service,DE,EMEA,Women,30-39,Individual contributor,1-2 years,Onsite,4.0,3.0,4.667,4.333,4.333,4.067,76.7,4.333
R01885,Customer Service,DE,EMEA,Men,50-59,Individual contributor,3-5 years,Hybrid,2.667,4.333,3.0,3.333,2.0,3.067,51.7,3.333
R01886,Customer Service,DE,EMEA,Men,60+,Manager,6-10 years,Onsite,4.0,3.667,4.333,4.667,3.667,4.067,76.7,4.333
R01888,Customer Service,DE,EMEA,Non-binary / self-described,18-29,Individual contributor,10 years +,Hybrid,3.667,4.333,2.333,3.0,3.0,3.267,56.7,3.333
R01889,Customer Service,DE,EMEA,Men,18-29,Individual contributor,6-10 years,Remote,5.0,3.0,2.333,1.333,3.0,2.933,48.3,3.667
R01890,Customer Service,DE,EMEA,Men,40-49,Individual contributor,10 years +,Onsite,3.333,3.667,4.0,3.667,3.333,3.6,65.0,3.667
R01891,Customer Service,DE,EMEA,Women,40-49,Individual contributor,1-2 years,Onsite,4.333,3.0,4.0,3.667,4.333,3.867,71.7,3.333
R01893,Customer Service,DE,EMEA,Men,40-49,Individual contributor,3-5 years,Onsite,4.333,4.0,5.0,3.333,4.0,4.133,78.3,5.0
R01894,Customer Service,DE,EMEA,Women,60+,Team lead,6-10 years,Onsite,3.667,3.333,2.667,2.667,3.667,3.2,55.0,3.333
R01895,Customer Service,DE,EMEA,Women,30-39,Individual contributor,< 1 year,Onsite,3.333,3.333,3.667,2.667,2.667,3.133,53.3,2.667
R01898,Customer Service,DE,EMEA,Men,18-29,Individual contributor,1-2 years,Onsite,3.667,3.333,3.667,3.333,3.0,3.4,60.0,2.667
R01899,Customer Service,DE,EMEA,Women,40-49,Manager,6-10 years,Onsite,4.0,4.0,2.333,4.0,3.667,3.6,65.0,2.333
R01900,Customer Service,DE,EMEA,Women,18-29,Individual contributor,3-5 years,Onsite,4.667,3.0,3.0,2.0,4.667,3.467,61.7,3.0
R01902,Customer Service,DE,EMEA,Men,50-59,Individual contributor,3-5 years,Onsite,3.667,3.667,3.667,3.0,5.0,3.8,70.0,4.0
R01903,Customer Service,DE,EMEA,Men,40-49,Individual contributor,< 1 year,Onsite,4.333,4.0,3.333,4.0,5.0,4.133,78.3,4.0
R01904,Customer Service,DE,EMEA,Women,30-39,Individual contributor,1-2 years,Onsite,3.0,4.0,3.667,4.667,4.0,3.867,71.7,2.667
R01905,Customer Service,DE,EMEA,Men,18-29,Individual contributor,< 1 year,Hybrid,4.667,4.333,4.0,3.0,4.0,4.0,75.0,3.667
R01906,Customer Service,DE,EMEA,Men,50-59,Individual contributor,1-2 years,Onsite,4.667,3.0,4.333,3.667,5.0,4.133,78.3,4.667
R01907,Customer Service,PL,EMEA,Women,50-59,Individual contributor,1-2 years,Onsite,4.0,3.333,4.667,4.333,4.0,4.067,76.7,3.667
R01908,Customer Service,PL,EMEA,Women,18-29,Team lead,3-5 years,Onsite,4.667,3.333,1.667,3.333,4.0,3.4,60.0,2.667
R01909,Customer Service,PL,EMEA,Non-binary / self-described,30-39,Individual contributor,6-10 years,Onsite,4.0,4.0,4.667,3.0,5.0,4.133,78.3,4.667
R01910,Customer Service,PL,EMEA,Women,30-39,Team lead,3-5 years,Hybrid,4.667,3.667,3.667,2.667,5.0,3.933,73.3,4.333
R01911,Customer Service,PL,EMEA,Women,30-39,Team lead,3-5 years,Onsite,2.333,4.0,3.667,3.667,4.333,3.6,65.0,4.0
R01912,Customer Service,PL,EMEA,Men,30-39,Manager,3-5 years,Onsite,4.333,4.333,4.667,4.667,4.333,4.467,86.7,3.667
R01913,Customer Service,PL,EMEA,Men,40-49,Individual contributor,6-10 years,Onsite,4.667,3.333,1.667,3.667,5.0,3.667,66.7,4.0
R01914,Customer Service,PL,EMEA,Men,50-59,Manager,6-10 years,Remote,5.0,4.0,4.667,4.667,5.0,4.667,91.7,4.0
R01916,Customer Service,PL,EMEA,Men,40-49,Individual contributor,< 1 year,Onsite,3.667,5.0,4.333,4.0,5.0,4.4,85.0,4.0
R01917,Customer Service,PL,EMEA,Women,18-29,Individual contributor,3-5 years,Onsite,4.0,3.0,4.333,4.667,4.667,4.133,78.3,3.0
R01918,Customer Service,PL,EMEA,Men,30-39,Individual contributor,6-10 years,Onsite,3.667,2.333,3.0,3.333,3.667,3.2,55.0,4.0
R01920,Customer Service,PL,EMEA,Men,18-29,Individual contributor,3-5 years,Onsite,3.667,2.667,3.667,3.667,5.0,3.733,68.3,3.333
R01921,Customer Service,PL,EMEA,Women,30-39,Individual contributor,1-2 years,Onsite,2.333,4.0,3.667,4.0,4.333,3.667,66.7,4.333
R01922,Customer Service,PL,EMEA,Men,18-29,Individual contributor,1-2 years,Onsite,3.667,3.667,2.333,2.333,3.0,3.0,50.0,3.333
R01925,Customer Service,PL,EMEA,Men,40-49,Individual contributor,3-5 years,Onsite,3.333,4.0,3.333,4.333,4.333,3.867,71.7,3.333
R01926,Customer Service,PL,EMEA,Women,30-39,Individual contributor,3-5 years,Onsite,2.667,3.667,2.0,3.333,4.667,3.267,56.7,4.0
R01928,Customer Service,PL,EMEA,Women,18-29,Individual contributor,6-10 years,Onsite,3.667,3.333,3.667,2.667,4.333,3.533,63.3,4.0
R01929,Customer Service,PL,EMEA,Men,30-39,Manager,< 1 year,Onsite,5.0,4.333,3.667,3.667,4.0,4.133,78.3,4.667
R01930,Customer Service,PL,EMEA,Men,50-59,Individual contributor,6-10 years,Onsite,5.0,3.0,2.0,3.0,3.667,3.333,58.3,4.333
R01931,Customer Service,PL,EMEA,Women,40-49,Manager,6-10 years,Onsite,5.0,3.333,4.0,3.0,2.667,3.6,65.0,3.0
R01932,Customer Service,PL,EMEA,Women,40-49,Individual contributor,1-2 years,Onsite,4.667,3.0,5.0,2.333,3.333,3.667,66.7,4.667
R01934,Customer Service,PL,EMEA,Men,40-49,Individual contributor,1-2 years,Onsite,3.0,3.333,3.0,4.333,5.0,3.733,68.3,4.667
R01935,Customer Service,PL,EMEA,Women,50-59,Team lead,10 years +,Onsite,3.333,2.667,3.0,3.667,3.0,3.133,53.3,4.667
R01936,Customer Service,PL,EMEA,Men,30-39,Individual contributor,10 years +,Hybrid,3.667,3.667,4.0,3.333,3.667,3.667,66.7,3.667
R01937,Customer Service,PL,EMEA,Men,40-49,Individual contributor,3-5 years,Onsite,4.333,3.333,2.667,3.0,5.0,3.667,66.7,3.667
R01941,Customer Service,PL,EMEA,Men,30-39,Manager,1-2 years,Onsite,2.333,1.667,3.333,2.333,3.0,2.533,38.3,2.333
R01942,Customer Service,PL,EMEA,Women,50-59,Team lead,1-2 years,Remote,3.333,3.0,3.0,4.0,3.667,3.4,60.0,3.0
R01943,Customer Service,PL,EMEA,Non-binary / self-described,30-39,Individual contributor,6-10 years,Remote,4.0,4.333,4.0,2.667,4.0,3.8,70.0,4.333
R01944,Customer Service,PL,EMEA,Men,40-49,Team lead,6-10 years,Onsite,4.333,4.333,2.667,2.667,2.667,3.333,58.3,2.667
R01946,Customer Service,CA,North America,Women,60+,Individual contributor,3-5 years,Onsite,3.333,4.667,4.0,3.667,4.667,4.067,76.7,4.667
R01947,Customer Service,CA,North America,Women,40-49,Individual contributor,6-10 years,Onsite,4.0,5.0,4.333,2.0,4.667,4.0,75.0,3.667
R01948,Customer Service,CA,North America,Men,40-49,Individual contributor,10 years +,Hybrid,4.0,5.0,3.667,3.667,3.0,3.867,71.7,2.333
R01949,Customer Service,CA,North America,Men,18-29,Team lead,1-2 years,Onsite,4.333,3.0,3.0,3.333,4.333,3.6,65.0,4.0
R01950,Customer Service,CA,North America,Men,30-39,Individual contributor,6-10 years,Onsite,3.667,4.333,3.333,3.0,3.0,3.467,61.7,4.333
R01952,Customer Service,CA,North America,Women,60+,Individual contributor,3-5 years,Onsite,4.333,3.0,3.333,4.0,3.333,3.6,65.0,3.667
R01953,Customer Service,CA,North America,Women,30-39,Individual contributor,1-2 years,Onsite,3.333,5.0,3.667,4.333,5.0,4.267,81.7,4.667
R01954,Customer Service,CA,North America,Women,60+,Senior leader,3-5 years,Hybrid,4.667,5.0,2.667,4.333,4.333,4.2,80.0,4.667
R01956,Customer Service,CA,North America,Men,50-59,Individual contributor,< 1 year,Onsite,5.0,4.667,4.0,3.0,4.667,4.267,81.7,4.0
R01958,Customer Service,CA,North America,Men,40-49,Manager,1-2 years,Onsite,4.0,4.333,3.0,5.0,4.333,4.133,78.3,5.0
R01959,Customer Service,CA,North America,Women,18-29,Individual contributor,3-5 years,Onsite,4.333,3.667,4.0,5.0,3.667,4.133,78.3,4.0
R01960,Customer Service,CA,North America,Women,40-49,Individual contributor,3-5 years,Onsite,4.0,3.667,4.0,3.667,4.333,3.933,73.3,4.667
R01961,Customer Service,CA,North America,Women,18-29,Team lead,6-10 years,Onsite,4.667,4.667,3.0,4.0,4.333,4.133,78.3,3.667
R01962,Customer Service,CA,North America,Women,40-49,Individual contributor,1-2 years,Onsite,4.667,4.667,3.333,4.333,4.667,4.333,83.3,4.667
R01963,Customer Service,CA,North America,Women,30-39,Individual contributor,1-2 years,Onsite,3.0,4.667,3.667,5.0,3.0,3.867,71.7,4.667
R01965,Customer Service,CA,North America,Women,30-39,Individual contributor,1-2 years,Onsite,4.333,4.667,4.0,4.0,4.333,4.267,81.7,5.0
R01966,Customer Service,CA,North America,Women,50-59,Senior leader,6-10 years,Onsite,4.667,2.333,3.333,3.667,5.0,3.8,70.0,4.667
R01968,Customer Service,CA,North America,Men,30-39,Individual contributor,6-10 years,Onsite,4.333,3.0,4.0,5.0,4.0,4.067,76.7,4.0
R01969,Customer Service,CA,North America,Men,40-49,Individual contributor,3-5 years,Remote,3.0,3.667,4.0,3.667,4.667,3.8,70.0,5.0
R01970,Customer Service,CA,North America,Women,30-39,Team lead,3-5 years,Onsite,3.333,5.0,3.0,4.0,4.667,4.0,75.0,2.667
R01971,Customer Service,CA,North America,Women,18-29,Individual contributor,< 1 year,Onsite,4.0,5.0,2.667,5.0,5.0,4.333,83.3,4.333
R01972,Customer Service,CA,North America,Women,30-39,Team lead,6-10 years,Onsite,3.333,5.0,4.0,3.333,3.667,3.867,71.7,3.667
R01973,Customer Service,CA,North America,Men,50-59,Individual contributor,1-2 years,Onsite,4.0,3.667,3.0,2.667,4.333,3.533,63.3,4.667
R01974,Customer Service,CA,North America,Women,18-29,Team lead,6-10 years,Onsite,4.333,4.667,3.0,2.333,4.667,3.8,70.0,4.333
R01976,Customer Service,CA,North America,Men,40-49,Individual contributor,3-5 years,Onsite,4.667,3.0,2.667,4.333,3.667,3.667,66.7,4.0
R01977,Customer Service,CA,North America,Women,30-39,Individual contributor,1-2 years,Onsite,5.0,2.333,3.667,2.667,4.667,3.667,66.7,4.0
R01979,Customer Service,PL,EMEA,Men,18-29,Individual contributor,< 1 year,Hybrid,4.333,3.333,4.0,4.0,3.0,3.733,68.3,4.333
R01980,Customer Service,PL,EMEA,Men,50-59,Individual contributor,< 1 year,Onsite,4.667,4.333,4.667,4.667,5.0,4.667,91.7,3.667
R01981,Customer Service,PL,EMEA,Women,30-39,Team lead,1-2 years,Hybrid,5.0,2.333,4.0,3.667,3.0,3.6,65.0,3.333
R01982,Customer Service,PL,EMEA,Women,40-49,Individual contributor,1-2 years,Onsite,4.667,4.0,2.667,3.333,4.333,3.8,70.0,2.0
R01984,Customer Service,PL,EMEA,Women,40-49,Manager,3-5 years,Hybrid,4.667,3.667,3.667,4.333,4.0,4.067,76.7,4.0
R01985,Customer Service,PL,EMEA,Men,40-49,Team lead,< 1 year,Onsite,4.667,4.667,4.333,3.667,4.667,4.4,85.0,5.0
R01986,Customer Service,PL,EMEA,Men,60+,Individual contributor,3-5 years,Onsite,3.667,3.0,4.333,4.333,4.667,4.0,75.0,3.667
R01988,Customer Service,PL,EMEA,Women,50-59,Individual contributor,1-2 years,Hybrid,3.333,4.0,3.667,3.667,3.0,3.533,63.3,3.333
R01989,Customer Service,PL,EMEA,Women,40-49,Individual contributor,6-10 years,Remote,4.333,4.333,3.0,1.333,2.333,3.067,51.7,2.0
R01991,Customer Service,PL,EMEA,Men,40-49,Team lead,3-5 years,Onsite,4.0,4.333,4.0,2.667,4.0,3.8,70.0,3.0
R01992,Customer Service,PL,EMEA,Women,30-39,Individual contributor,3-5 years,Onsite,4.667,3.333,3.0,5.0,2.333,3.667,66.7,3.667
R01993,Customer Service,PL,EMEA,Men,30-39,Individual contributor,< 1 year,Onsite,5.0,2.333,3.667,4.333,3.667,3.8,70.0,4.0
R01994,Customer Service,PL,EMEA,Women,30-39,Individual contributor,3-5 years,Onsite,4.333,2.333,2.667,4.333,3.0,3.333,58.3,2.667
R01995,Customer Service,PL,EMEA,Men,18-29,Team lead,3-5 years,Onsite,4.333,4.0,4.0,2.333,4.333,3.8,70.0,3.0
R01996,Customer Service,PL,EMEA,Women,18-29,Individual contributor,10 years +,Onsite,4.667,3.667,3.667,5.0,4.333,4.267,81.7,4.333
R01997,Customer Service,PL,EMEA,Men,30-39,Individual contributor,6-10 years,Remote,3.333,2.0,3.0,3.667,3.333,3.067,51.7,3.0
R01998,Customer Service,PL,EMEA,Men,18-29,Individual contributor,< 1 year,Hybrid,5.0,4.667,4.667,3.333,2.333,4.0,75.0,4.0
R01999,Customer Service,PL,EMEA,Women,40-49,Individual contributor,< 1 year,Onsite,4.333,5.0,3.0,5.0,4.667,4.4,85.0,3.667
R02000,Customer Service,PL,EMEA,Men,30-39,Team lead,1-2 years,Onsite,5.0,3.0,3.667,4.333,4.667,4.133,78.3,3.667
R02001,Customer Service,PL,EMEA,Women,40-49,Individual contributor,1-2 years,Onsite,4.333,4.667,4.0,2.0,4.0,3.8,70.0,3.667
R02002,Customer Service,PL,EMEA,Men,30-39,Individual contributor,3-5 years,Onsite,3.667,5.0,2.0,3.667,5.0,3.867,71.7,3.667
R02003,Customer Service,PL,EMEA,Men,18-29,Individual contributor,1-2 years,Onsite,4.333,3.667,4.333,4.0,5.0,4.267,81.7,4.333
R02004,Customer Service,PL,EMEA,Women,40-49,Individual contributor,3-5 years,Onsite,4.0,4.667,3.0,2.0,3.0,3.333,58.3,3.0
R02006,Customer Service,PL,EMEA,Non-binary / self-described,30-39,Individual contributor,3-5 years,Onsite,3.667,3.667,4.0,4.0,3.667,3.8,70.0,3.667
R02007,Customer Service,PL,EMEA,Women,40-49,Individual contributor,1-2 years,Onsite,3.333,2.667,4.667,4.333,4.667,3.933,73.3,3.667
R02009,Customer Service,US,North America,Men,40-49,Team lead,1-2 years,Remote,4.0,4.333,2.667,5.0,4.333,4.067,76.7,4.333
R02010,Customer Service,US,North America,Women,40-49,Individual contributor,3-5 years,Onsite,5.0,3.667,3.0,4.0,3.667,3.867,71.7,3.667
R02011,Customer Service,US,North America,Women,40-49,Individual contributor,3-5 years,Onsite,4.0,3.333,2.667,4.0,3.0,3.4,60.0,2.333
R02012,Customer Service,US,North America,Women,50-59,Individual contributor,1-2 years,Onsite,4.0,3.667,5.0,4.333,3.667,4.133,78.3,4.0
R02014,Customer Service,US,North America,Men,18-29,Individual contributor,3-5 years,Onsite,3.0,4.0,3.333,2.0,3.667,3.2,55.0,3.667
R02015,Customer Service,US,North America,Men,30-39,Individual contributor,3-5 years,Onsite,4.333,5.0,4.667,2.333,3.667,4.0,75.0,4.667
R02016,Customer Service,US,North America,Men,40-49,Manager,10 years +,Hybrid,5.0,5.0,4.333,4.0,3.667,4.4,85.0,4.667
R02017,Customer Service,US,North America,Women,40-49,Individual contributor,6-10 years,Onsite,4.667,3.0,3.667,4.667,5.0,4.2,80.0,4.0
R02018,Customer Service,US,North America,Men,40-49,Individual contributor,10 years +,Onsite,4.0,3.0,4.333,4.333,5.0,4.133,78.3,3.667
R02019,Customer Service,CA,North America,Women,30-39,Individual contributor,1-2 years,Remote,5.0,3.333,3.0,3.667,3.0,3.6,65.0,4.0
R02020,Customer Service,CA,North America,Men,40-49,Team lead,< 1 year,Onsite,2.333,3.0,3.333,2.0,4.0,2.933,48.3,4.0
R02021,Customer Service,CA,North America,Men,40-49,Individual contributor,3-5 years,Hybrid,3.0,3.667,3.0,2.667,3.333,3.133,53.3,2.333
R02023,Customer Service,CA,North America,Women,60+,Individual contributor,6-10 years,Onsite,4.0,3.333,2.0,2.667,2.333,2.867,46.7,2.667
R02026,Customer Service,CA,North America,Men,40-49,Team lead,3-5 years,Onsite,4.667,3.333,3.667,3.667,5.0,4.067,76.7,5.0
R02027,Customer Service,CA,North America,Women,40-49,Individual contributor,3-5 years,Onsite,4.0,3.0,3.333,2.667,3.667,3.333,58.3,4.0
R02028,Customer Service,CA,North America,Men,50-59,Individual contributor,< 1 year,Onsite,3.333,4.0,3.0,4.0,4.0,3.667,66.7,4.0
R02029,Customer Service,CA,North America,Men,30-39,Manager,< 1 year,Onsite,4.667,4.333,2.667,3.333,5.0,4.0,75.0,4.0
R02030,Customer Service,CA,North America,Women,30-39,Individual contributor,< 1 year,Onsite,4.0,2.0,2.333,3.333,4.667,3.267,56.7,4.333
R02031,Customer Service,CA,North America,Women,40-49,Individual contributor,1-2 years,Onsite,4.333,4.333,3.0,1.333,5.0,3.6,65.0,3.667
R02033,Customer Service,CA,North America,Men,40-49,Individual contributor,3-5 years,Onsite,3.0,3.667,4.667,3.0,3.333,3.533,63.3,4.667
R02034,Customer Service,CA,North America,Men,40-49,Team lead,6-10 years,Onsite,3.0,3.667,2.333,4.0,3.333,3.267,56.7,4.0
R02035,Customer Service,CA,North America,Men,50-59,Individual contributor,10 years +,Onsite,3.667,4.0,3.0,2.667,2.667,3.2,55.0,4.333
R02036,Customer Service,CA,North America,Men,18-29,Individual contributor,3-5 years,Onsite,3.667,3.667,2.333,3.667,3.333,3.333,58.3,3.667
R02037,Customer Service,CA,North America,Men,50-59,Team lead,1-2 years,Hybrid,3.667,3.667,4.0,3.0,3.667,3.6,65.0,4.333
R02038,Customer Service,CA,North America,Women,30-39,Individual contributor,10 years +,Onsite,3.333,4.667,3.333,3.0,3.333,3.533,63.3,3.667
R02039,Customer Service,CA,North America,Men,60+,Individual contributor,3-5 years,Onsite,4.0,3.333,3.0,3.0,3.0,3.267,56.7,3.667
R02041,Customer Service,CA,North America,Women,40-49,Team lead,< 1 year,Onsite,4.0,3.667,4.333,3.667,4.0,3.933,73.3,3.333
R02042,Customer Service,CA,North America,Men,18-29,Manager,< 1 year,Onsite,4.0,4.667,3.333,3.333,4.333,3.933,73.3,2.667
R02043,Customer Service,CA,North America,Women,40-49,Individual contributor,1-2 years,Onsite,4.0,3.667,2.667,4.333,3.0,3.533,63.3,3.0
R02044,Customer Service,CA,North America,Women,40-49,Team lead,3-5 years,Onsite,3.0,2.667,3.333,3.0,5.0,3.4,60.0,2.667
R02045,Customer Service,CA,North America,Men,40-49,Individual contributor,3-5 years,Onsite,3.333,4.0,2.667,4.0,4.333,3.667,66.7,3.0
R02046,Customer Service,CA,North America,Men,40-49,Individual contributor,3-5 years,Onsite,4.0,4.0,2.667,2.667,4.333,3.533,63.3,2.667
R02047,Customer Service,CA,North America,Women,18-29,Individual contributor,6-10 years,Onsite,3.333,4.0,1.667,1.667,3.0,2.733,43.3,3.667
R02048,Customer Service,CA,North America,Men,18-29,Individual contributor,10 years +,Remote,3.667,2.333,2.667,4.333,3.0,3.2,55.0,2.0
R02050,Customer Service,CA,North America,Men,40-49,Individual contributor,3-5 years,Onsite,3.667,3.333,3.333,2.0,2.667,3.0,50.0,2.667
R02053,Customer Service,CA,North America,Women,30-39,Individual contributor,10 years +,Hybrid,4.667,4.0,2.667,3.333,4.333,3.8,70.0,3.667
R02054,Customer Service,CA,North America,Women,18-29,Individual contributor,1-2 years,Onsite,3.667,2.667,3.667,3.0,4.667,3.533,63.3,4.0
R02055,Customer Service,CA,North America,Women,30-39,Individual contributor,1-2 years,Onsite,3.0,3.333,2.0,3.667,3.333,3.067,51.7,5.0
R02056,Customer Service,CA,North America,Men,50-59,Individual contributor,6-10 years,Onsite,4.0,4.333,2.333,3.667,3.333,3.533,63.3,2.0
R02058,Customer Service,CA,North America,Women,30-39,Individual contributor,1-2 years,Onsite,3.333,3.0,3.333,2.333,2.667,2.933,48.3,3.333
