response_id,team_id,department,country,region,gender_group,age_band,job_level,tenure_band,work_model,shift_worker,responded,submitted_date,enps,bel_01,bel_02,bel_03,voi_01,voi_02,voi_03,psy_01,psy_02,psy_03,fair_01,fair_02,fair_03,ldr_01,ldr_02,ldr_03,inc_out_01,inc_out_02,inc_out_03
R02332,T095,Commercial,US,North America,Men,18-29,Individual contributor,6-10 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R02333,T095,Commercial,US,North America,Women,50-59,Manager,1-2 years,Onsite,0,1,2026-05-05,9,4,5,4,3,3,1,5,4,5,4,5,4,5,5,4,5,5,5
R02334,T095,Commercial,US,North America,Men,40-49,Team lead,1-2 years,Hybrid,0,1,2026-05-18,6,4,5,4,3,3,3,3,2,4,3,4,4,3,3,3,3,3,3
R02335,T095,Commercial,US,North America,Men,50-59,Individual contributor,1-2 years,Onsite,0,1,2026-05-18,7,4,4,5,5,5,5,3,4,4,2,2,2,4,5,3,3,4,4
R02336,T095,Commercial,US,North America,Men,18-29,Team lead,3-5 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R02337,T095,Commercial,US,North America,Women,50-59,Manager,3-5 years,Onsite,0,1,2026-05-08,8,5,4,4,2,3,4,2,2,2,3,3,3,1,2,3,4,4,3
R02338,T095,Commercial,US,North America,Men,40-49,Manager,6-10 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R02339,T095,Commercial,US,North America,Non-binary / self-described,18-29,Team lead,3-5 years,Hybrid,0,1,2026-05-14,7,4,3,4,2,2,2,2,2,3,2,4,3,3,4,2,4,2,4
R02340,T095,Commercial,US,North America,Women,30-39,Individual contributor,< 1 year,Onsite,1,1,2026-05-04,10,3,5,4,5,5,5,3,3,4,4,2,4,2,2,2,4,4,3
R02341,T095,Commercial,US,North America,Men,60+,Individual contributor,3-5 years,Remote,0,1,2026-05-05,8,3,3,4,4,4,4,5,5,5,3,4,5,4,2,2,4,4,3
R02342,T095,Commercial,US,North America,Non-binary / self-described,40-49,Individual contributor,6-10 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R02343,T095,Commercial,US,North America,Women,50-59,Team lead,6-10 years,Hybrid,0,1,2026-05-19,6,3,5,4,5,5,4,4,3,4,2,3,4,3,4,3,4,4,3
R02344,T095,Commercial,US,North America,Men,60+,Individual contributor,3-5 years,Hybrid,0,1,2026-05-05,7,3,3,2,4,3,4,4,4,4,4,4,3,4,3,3,3,4,4
R02345,T096,Commercial,US,North America,Men,30-39,Individual contributor,1-2 years,Onsite,1,1,2026-05-06,7,4,4,4,4,5,5,4,4,3,4,5,4,2,4,3,4,3,4
R02346,T096,Commercial,US,North America,Men,30-39,Senior leader,10 years +,Hybrid,0,1,2026-05-04,8,5,5,5,3,3,3,5,5,5,3,2,2,5,4,4,4,4,4
R02347,T096,Commercial,US,North America,Men,30-39,Individual contributor,6-10 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R02348,T096,Commercial,US,North America,Women,40-49,Individual contributor,3-5 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R02349,T096,Commercial,US,North America,Women,18-29,Individual contributor,< 1 year,Onsite,0,1,2026-05-18,4,4,4,3,4,4,5,4,3,5,2,3,3,4,3,5,3,3,2
R02350,T097,Commercial,IN,APAC,Men,50-59,Team lead,10 years +,Onsite,0,1,2026-05-06,6,5,5,4,4,4,4,5,5,5,2,2,3,4,3,4,3,3,2
R02351,T097,Commercial,IN,APAC,Non-binary / self-described,30-39,Individual contributor,10 years +,Onsite,0,1,2026-05-22,10,3,5,4,3,3,4,3,2,3,4,3,4,2,3,2,5,3,4
R02352,T097,Commercial,IN,APAC,Non-binary / self-described,50-59,Individual contributor,6-10 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R02353,T097,Commercial,IN,APAC,Men,40-49,Individual contributor,1-2 years,Onsite,0,1,2026-05-15,7,3,3,2,5,5,5,4,4,3,4,3,3,4,5,4,4,3,3
R02354,T097,Commercial,IN,APAC,Women,30-39,Individual contributor,6-10 years,Onsite,0,1,2026-05-04,9,5,5,4,5,4,3,4,2,3,2,2,3,2,3,2,4,4,3
R02355,T097,Commercial,IN,APAC,Men,40-49,Individual contributor,1-2 years,Hybrid,0,1,2026-05-06,9,4,5,4,3,5,3,4,3,4,4,4,5,5,5,3,5,4,4
R02356,T097,Commercial,IN,APAC,Men,30-39,Individual contributor,1-2 years,Onsite,0,1,2026-05-22,8,4,4,3,3,3,3,2,3,4,3,3,2,3,4,3,5,4,5
R02357,T097,Commercial,IN,APAC,Women,50-59,Individual contributor,3-5 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R02358,T097,Commercial,IN,APAC,Women,30-39,Individual contributor,3-5 years,Hybrid,0,1,2026-05-05,8,3,4,3,3,4,4,2,3,2,3,1,4,3,4,3,4,2,3
R02359,T097,Commercial,IN,APAC,Women,40-49,Team lead,3-5 years,Onsite,0,1,2026-05-05,6,4,4,2,3,4,2,2,2,2,3,4,2,4,4,4,4,3,3
R02360,T097,Commercial,IN,APAC,Men,40-49,Individual contributor,10 years +,Onsite,0,1,2026-05-15,8,3,2,3,5,4,5,3,3,4,3,3,5,3,3,1,3,2,4
R02361,T097,Commercial,IN,APAC,Women,40-49,Individual contributor,6-10 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R02362,T097,Commercial,IN,APAC,Women,30-39,Team lead,1-2 years,Remote,0,0,,,,,,,,,,,,,,,,,,,,
R02363,T097,Commercial,IN,APAC,Women,50-59,Individual contributor,3-5 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R02364,T097,Commercial,IN,APAC,Women,30-39,Individual contributor,6-10 years,Remote,0,1,2026-05-12,6,4,4,4,4,2,5,2,3,2,4,5,3,5,5,3,5,3,3
R02365,T097,Commercial,IN,APAC,Women,50-59,Individual contributor,3-5 years,Hybrid,0,1,2026-05-15,7,3,2,3,4,3,4,4,3,4,3,3,4,4,4,4,5,4,4
R02366,T097,Commercial,IN,APAC,Women,40-49,Individual contributor,3-5 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R02367,T097,Commercial,IN,APAC,Men,40-49,Individual contributor,< 1 year,Onsite,0,1,2026-05-11,6,4,5,3,4,4,4,4,3,3,2,2,2,3,4,3,4,3,3
R02368,T097,Commercial,IN,APAC,Men,18-29,Individual contributor,1-2 years,Onsite,0,1,2026-05-15,7,5,4,5,4,4,3,3,3,4,4,2,2,3,3,3,3,3,4
R02369,T097,Commercial,IN,APAC,Men,18-29,Team lead,< 1 year,Onsite,0,1,2026-05-15,6,5,5,4,1,3,3,4,4,3,3,3,3,3,3,2,4,3,4
R02370,T097,Commercial,IN,APAC,Men,30-39,Team lead,< 1 year,Onsite,0,1,2026-05-04,7,5,4,5,3,3,3,3,4,3,2,1,2,2,4,3,3,4,3
R02371,T097,Commercial,IN,APAC,Men,30-39,Individual contributor,3-5 years,Remote,0,1,2026-05-05,6,4,4,5,3,4,3,4,3,4,1,2,3,2,2,3,4,3,3
R02372,T097,Commercial,IN,APAC,Men,50-59,Individual contributor,1-2 years,Hybrid,0,1,2026-05-22,8,4,4,4,3,4,3,4,3,4,3,4,2,2,4,3,3,4,3
R02373,T097,Commercial,IN,APAC,Women,18-29,Individual contributor,< 1 year,Remote,0,1,2026-05-06,6,3,4,3,4,4,4,2,4,4,2,2,3,3,4,3,3,3,2
R02374,T097,Commercial,IN,APAC,Women,30-39,Manager,3-5 years,Hybrid,0,1,2026-05-05,10,5,5,5,3,4,5,3,4,3,4,4,4,5,5,4,5,5,5
R02375,T097,Commercial,IN,APAC,Women,40-49,Individual contributor,6-10 years,Onsite,0,1,2026-05-22,8,2,2,2,4,4,4,3,4,3,4,4,4,3,4,4,4,3,3
R02376,T097,Commercial,IN,APAC,Women,40-49,Individual contributor,< 1 year,Remote,0,1,2026-05-22,6,4,5,4,3,4,3,4,4,4,2,2,2,4,5,4,3,3,2
R02377,T097,Commercial,IN,APAC,Men,40-49,Individual contributor,1-2 years,Hybrid,0,1,2026-05-08,6,4,4,5,5,4,5,3,4,3,2,3,3,3,3,3,3,3,3
R02378,T097,Commercial,IN,APAC,Non-binary / self-described,30-39,Individual contributor,3-5 years,Remote,0,1,2026-05-16,6,2,2,3,4,4,2,3,2,4,2,2,3,2,4,4,3,3,2
R02379,T097,Commercial,IN,APAC,Women,40-49,Individual contributor,3-5 years,Onsite,0,1,2026-05-15,7,3,4,4,3,2,2,4,3,4,4,2,3,4,4,4,3,3,3
R02380,T097,Commercial,IN,APAC,Men,18-29,Team lead,< 1 year,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R02381,T098,Commercial,US,North America,Women,40-49,Individual contributor,1-2 years,Onsite,0,1,2026-05-19,10,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5
R02382,T098,Commercial,US,North America,Women,40-49,Individual contributor,1-2 years,Onsite,0,1,2026-05-18,9,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5
R02383,T098,Commercial,US,North America,Women,30-39,Team lead,6-10 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R02384,T098,Commercial,US,North America,Men,50-59,Individual contributor,1-2 years,Hybrid,0,1,2026-05-16,10,4,5,5,3,5,5,3,4,4,2,2,4,5,5,5,5,5,5
R02385,T098,Commercial,US,North America,Women,30-39,Team lead,3-5 years,Hybrid,0,1,2026-05-21,10,4,5,5,3,3,3,3,4,5,4,4,4,4,5,5,5,4,5
R02386,T098,Commercial,US,North America,Men,30-39,Individual contributor,1-2 years,Onsite,0,1,2026-05-19,10,5,5,5,3,4,4,5,4,4,5,5,5,4,4,4,5,5,4
R02387,T098,Commercial,US,North America,Men,18-29,Individual contributor,< 1 year,Remote,0,1,2026-05-18,10,4,4,4,4,4,4,4,4,4,3,3,4,5,5,4,4,4,3
R02388,T098,Commercial,US,North America,Women,30-39,Manager,1-2 years,Hybrid,0,1,2026-05-07,10,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R02389,T098,Commercial,US,North America,Men,30-39,Individual contributor,< 1 year,Remote,0,1,2026-05-13,8,5,5,5,5,5,4,5,4,5,4,3,3,4,4,3,4,5,4
R02390,T098,Commercial,US,North America,Women,30-39,Individual contributor,6-10 years,Hybrid,0,1,2026-05-06,9,4,3,4,2,4,3,3,4,4,3,4,4,5,5,4,4,4,5
R02391,T098,Commercial,US,North America,Women,30-39,Team lead,3-5 years,Onsite,0,1,2026-05-13,10,5,5,5,2,4,4,5,4,5,5,5,5,5,5,4,5,5,5
R02392,T098,Commercial,US,North America,Women,40-49,Individual contributor,6-10 years,Hybrid,0,1,2026-05-22,8,5,5,4,5,4,5,5,5,5,3,4,5,4,4,2,5,4,5
R02393,T098,Commercial,US,North America,Men,30-39,Individual contributor,< 1 year,Onsite,0,1,2026-05-06,9,5,5,4,4,4,4,5,5,5,2,3,3,5,5,5,5,4,5
R02394,T098,Commercial,US,North America,Men,30-39,Individual contributor,3-5 years,Hybrid,0,1,2026-05-12,6,5,5,4,5,4,4,5,4,5,3,5,5,5,5,5,4,3,3
R02395,T098,Commercial,US,North America,Men,30-39,Individual contributor,1-2 years,Hybrid,0,1,2026-05-08,9,4,5,4,4,5,3,5,5,4,5,5,5,5,5,5,5,5,4
R02396,T098,Commercial,US,North America,Men,30-39,Individual contributor,1-2 years,Hybrid,0,1,2026-05-15,10,5,5,5,4,4,5,4,4,5,4,2,3,4,5,4,4,4,3
R02397,T098,Commercial,US,North America,Women,40-49,Individual contributor,10 years +,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R02398,T098,Commercial,US,North America,Women,30-39,Individual contributor,3-5 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R02399,T099,Commercial,DE,EMEA,Men,40-49,Individual contributor,< 1 year,Onsite,0,1,2026-05-11,7,4,4,4,3,5,3,4,4,4,5,5,5,4,5,4,3,3,4
R02400,T099,Commercial,DE,EMEA,Men,18-29,Team lead,6-10 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R02401,T099,Commercial,DE,EMEA,Men,18-29,Individual contributor,< 1 year,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R02402,T099,Commercial,DE,EMEA,Men,30-39,Individual contributor,1-2 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R02403,T099,Commercial,DE,EMEA,Men,40-49,Individual contributor,3-5 years,Onsite,0,1,2026-05-21,6,4,4,4,4,4,4,4,4,4,5,5,4,2,2,3,4,4,3
R02404,T099,Commercial,DE,EMEA,Women,30-39,Team lead,1-2 years,Onsite,0,1,2026-05-08,8,4,4,5,3,4,2,2,3,3,4,4,3,4,4,3,4,5,4
R02405,T099,Commercial,DE,EMEA,Women,30-39,Manager,1-2 years,Onsite,0,1,2026-05-17,6,4,4,3,2,2,3,4,3,4,4,3,4,4,4,4,3,4,3
R02406,T099,Commercial,DE,EMEA,Women,18-29,Individual contributor,1-2 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R02407,T099,Commercial,DE,EMEA,Non-binary / self-described,18-29,Individual contributor,3-5 years,Hybrid,0,1,2026-05-05,5,3,4,4,4,4,4,4,3,4,3,4,4,3,2,3,4,3,3
R02408,T099,Commercial,DE,EMEA,Men,40-49,Individual contributor,3-5 years,Remote,0,1,2026-05-21,9,3,5,4,3,3,5,4,2,4,3,4,4,4,3,3,5,4,3
R02409,T099,Commercial,DE,EMEA,Women,30-39,Team lead,1-2 years,Remote,0,1,2026-05-06,10,4,5,5,5,5,5,4,5,4,2,2,3,4,4,4,5,4,5
R02410,T099,Commercial,DE,EMEA,Non-binary / self-described,60+,Team lead,1-2 years,Hybrid,0,1,2026-05-06,9,4,4,2,5,5,5,4,3,3,2,4,2,3,3,4,4,4,4
R02411,T099,Commercial,DE,EMEA,Women,18-29,Individual contributor,6-10 years,Onsite,0,1,2026-05-16,7,3,4,4,4,3,4,3,2,3,4,2,3,3,4,5,3,2,4
R02412,T099,Commercial,DE,EMEA,Women,40-49,Team lead,6-10 years,Remote,0,1,2026-05-19,8,3,4,2,5,3,5,4,3,4,2,3,4,3,4,4,3,3,4
R02413,T099,Commercial,DE,EMEA,Men,18-29,Individual contributor,10 years +,Hybrid,0,1,2026-05-04,6,3,4,4,2,2,3,1,1,1,3,2,4,3,3,2,4,3,2
R02414,T099,Commercial,DE,EMEA,Women,60+,Individual contributor,3-5 years,Hybrid,0,1,2026-05-04,5,4,3,4,5,3,4,4,3,4,2,2,2,4,4,3,2,2,2
R02415,T099,Commercial,DE,EMEA,Men,30-39,Individual contributor,< 1 year,Hybrid,0,1,2026-05-06,10,4,3,3,5,5,5,3,4,2,3,3,4,5,4,3,5,4,5
R02416,T099,Commercial,DE,EMEA,Women,18-29,Individual contributor,1-2 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R02417,T099,Commercial,DE,EMEA,Women,30-39,Individual contributor,3-5 years,Onsite,0,1,2026-05-05,5,4,4,3,4,4,5,3,2,3,3,5,4,4,4,3,2,2,1
R02418,T099,Commercial,DE,EMEA,Women,30-39,Manager,3-5 years,Onsite,0,1,2026-05-09,7,4,4,5,5,4,5,3,4,4,3,3,3,4,4,4,5,5,5
R02419,T099,Commercial,DE,EMEA,Women,30-39,Manager,1-2 years,Hybrid,0,1,2026-05-11,8,5,4,3,4,5,3,4,4,4,4,3,3,3,3,5,4,4,4
R02420,T099,Commercial,DE,EMEA,Women,40-49,Individual contributor,1-2 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R02421,T099,Commercial,DE,EMEA,Women,30-39,Individual contributor,1-2 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R02422,T099,Commercial,DE,EMEA,Women,30-39,Individual contributor,3-5 years,Hybrid,0,1,2026-05-04,9,3,4,3,4,5,5,4,5,5,4,4,4,3,4,2,4,3,4
R02423,T099,Commercial,DE,EMEA,Women,40-49,Individual contributor,3-5 years,Remote,0,1,2026-05-06,8,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,5,4,4
R02424,T100,Commercial,US,North America,Men,18-29,Individual contributor,1-2 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R02425,T100,Commercial,US,North America,Women,60+,Individual contributor,3-5 years,Onsite,0,1,2026-05-21,8,3,4,4,4,4,5,5,5,5,5,5,5,3,5,3,4,4,4
R02426,T100,Commercial,US,North America,Men,50-59,Team lead,1-2 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R02427,T100,Commercial,US,North America,Women,40-49,Individual contributor,1-2 years,Remote,0,1,2026-05-21,8,4,4,4,3,4,3,3,4,5,4,4,4,5,5,4,4,4,3
R02428,T100,Commercial,US,North America,Women,30-39,Individual contributor,< 1 year,Onsite,0,1,2026-05-06,10,3,3,3,5,5,5,4,4,5,3,4,4,5,5,5,5,5,5
R02429,T100,Commercial,US,North America,Men,30-39,Individual contributor,1-2 years,Onsite,0,1,2026-05-22,7,4,5,5,3,4,3,4,4,3,3,1,3,4,5,3,4,3,4
R02430,T100,Commercial,US,North America,Non-binary / self-described,40-49,Individual contributor,1-2 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R02431,T100,Commercial,US,North America,Women,18-29,Team lead,10 years +,Onsite,0,1,2026-05-12,9,5,5,5,4,5,4,3,4,4,4,3,4,4,3,3,5,4,2
R02432,T100,Commercial,US,North America,Men,40-49,Individual contributor,3-5 years,Hybrid,0,1,2026-05-05,9,5,5,5,4,4,4,2,4,3,4,5,4,5,5,4,5,5,3
R02433,T100,Commercial,US,North America,Men,40-49,Senior leader,3-5 years,Onsite,0,1,2026-05-14,8,4,5,5,4,5,5,5,5,5,4,4,5,5,5,4,5,4,4
R02434,T100,Commercial,US,North America,Non-binary / self-described,18-29,Individual contributor,< 1 year,Onsite,0,1,2026-05-17,9,4,4,4,4,3,4,2,4,2,3,2,3,4,5,4,4,3,4
R02435,T100,Commercial,US,North America,Women,50-59,Individual contributor,3-5 years,Onsite,0,1,2026-05-17,8,3,4,3,3,3,4,4,4,5,4,5,5,4,5,4,2,2,2
R02436,T100,Commercial,US,North America,Women,18-29,Individual contributor,6-10 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R02437,T100,Commercial,US,North America,Women,18-29,Individual contributor,6-10 years,Onsite,0,1,2026-05-21,7,4,5,4,4,5,5,4,4,5,3,3,4,5,5,4,3,4,2
R02438,T100,Commercial,US,North America,Women,18-29,Individual contributor,< 1 year,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R02439,T100,Commercial,US,North America,Women,40-49,Individual contributor,< 1 year,Hybrid,0,1,2026-05-05,9,5,5,4,5,5,4,4,2,4,5,5,5,5,5,5,5,5,5
R02440,T100,Commercial,US,North America,Men,50-59,Individual contributor,10 years +,Onsite,0,1,2026-05-15,8,3,4,4,5,4,4,5,4,5,3,3,4,4,5,4,5,5,4
R02441,T100,Commercial,US,North America,Women,40-49,Team lead,3-5 years,Hybrid,0,1,2026-05-11,7,4,5,4,3,3,4,3,3,4,1,2,2,5,4,5,4,4,3
R02442,T100,Commercial,US,North America,Men,18-29,Individual contributor,6-10 years,Hybrid,0,1,2026-05-16,9,5,4,5,3,4,4,4,3,4,4,3,4,5,4,5,5,5,4
R02443,T100,Commercial,US,North America,Men,30-39,Individual contributor,< 1 year,Onsite,0,1,2026-05-17,5,5,5,5,3,2,3,4,4,5,3,4,5,3,4,4,3,3,4
R02444,T100,Commercial,US,North America,Men,30-39,Individual contributor,3-5 years,Onsite,0,1,2026-05-09,6,4,4,5,5,5,5,3,3,4,3,2,3,4,3,4,2,4,2
R02445,T100,Commercial,US,North America,Non-binary / self-described,50-59,Team lead,3-5 years,Hybrid,0,1,2026-05-05,9,4,4,5,4,4,4,4,5,5,4,3,4,2,5,4,5,3,4
R02446,T100,Commercial,US,North America,Women,50-59,Individual contributor,10 years +,Onsite,0,1,2026-05-15,10,5,5,5,3,4,4,4,4,5,3,4,4,4,5,4,4,5,5
R02447,T100,Commercial,US,North America,Men,30-39,Individual contributor,1-2 years,Hybrid,0,1,2026-05-10,6,5,5,5,4,4,5,5,5,5,2,2,4,5,4,5,4,4,5
R02448,T100,Commercial,US,North America,Women,50-59,Individual contributor,3-5 years,Onsite,0,1,2026-05-17,8,4,4,4,3,3,3,4,4,5,3,2,3,5,5,4,5,4,4
R02449,T100,Commercial,US,North America,Women,18-29,Individual contributor,3-5 years,Onsite,0,1,2026-05-21,10,5,5,4,3,3,3,4,4,5,3,4,3,5,5,5,4,4,4
R02450,T100,Commercial,US,North America,Men,30-39,Team lead,1-2 years,Hybrid,0,1,2026-05-16,7,5,5,4,2,4,5,3,3,4,4,4,3,5,5,5,5,3,3
R02451,T100,Commercial,US,North America,Men,30-39,Team lead,6-10 years,Onsite,0,1,2026-05-06,8,5,5,5,3,5,3,4,4,4,4,3,5,5,4,5,4,4,4
R02452,T100,Commercial,US,North America,Men,30-39,Individual contributor,< 1 year,Onsite,0,1,2026-05-12,7,4,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,3,4
R02453,T101,Commercial,DE,EMEA,Men,18-29,Individual contributor,6-10 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R02454,T101,Commercial,DE,EMEA,Men,30-39,Team lead,3-5 years,Remote,0,1,2026-05-15,6,4,4,4,5,5,5,3,1,3,2,3,5,3,4,4,5,3,3
R02455,T101,Commercial,DE,EMEA,Non-binary / self-described,30-39,Individual contributor,6-10 years,Hybrid,0,1,2026-05-16,8,4,4,4,4,4,3,3,4,5,2,4,4,3,3,3,5,5,4
R02456,T101,Commercial,DE,EMEA,Women,50-59,Individual contributor,1-2 years,Onsite,0,1,2026-05-17,7,3,4,5,3,3,4,3,3,4,3,2,3,3,3,2,3,2,3
R02457,T101,Commercial,DE,EMEA,Women,30-39,Individual contributor,6-10 years,Onsite,0,1,2026-05-04,6,4,5,4,3,4,4,2,3,4,3,2,4,5,3,4,2,4,4
R02458,T101,Commercial,DE,EMEA,Women,30-39,Individual contributor,3-5 years,Onsite,0,1,2026-05-16,9,4,5,4,4,5,3,3,2,4,2,4,2,4,5,4,4,4,3
R02459,T101,Commercial,DE,EMEA,Women,30-39,Individual contributor,6-10 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R02460,T101,Commercial,DE,EMEA,Men,30-39,Individual contributor,6-10 years,Onsite,0,1,2026-05-17,9,3,3,3,4,3,3,4,3,4,5,4,4,4,4,3,4,5,4
R02461,T101,Commercial,DE,EMEA,Women,18-29,Manager,3-5 years,Onsite,0,1,2026-05-04,9,4,5,4,3,5,4,3,4,4,4,3,4,5,4,4,5,5,4
R02462,T101,Commercial,DE,EMEA,Women,40-49,Individual contributor,10 years +,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R02463,T101,Commercial,DE,EMEA,Women,50-59,Individual contributor,1-2 years,Onsite,0,1,2026-05-05,8,4,5,5,3,2,2,5,4,5,2,3,3,4,4,4,5,5,5
R02464,T101,Commercial,DE,EMEA,Men,18-29,Individual contributor,10 years +,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R02465,T101,Commercial,DE,EMEA,Men,18-29,Senior leader,6-10 years,Onsite,0,1,2026-05-08,10,4,5,4,5,4,3,4,5,5,4,5,5,3,4,3,5,5,4
R02466,T101,Commercial,DE,EMEA,Women,40-49,Individual contributor,3-5 years,Onsite,0,1,2026-05-05,6,2,5,3,4,4,3,4,3,4,2,3,3,4,4,4,4,3,1
R02467,T101,Commercial,DE,EMEA,Women,30-39,Individual contributor,1-2 years,Hybrid,0,1,2026-05-04,6,5,4,3,2,4,4,4,3,5,4,3,3,5,4,4,3,3,3
R02468,T101,Commercial,DE,EMEA,Women,18-29,Individual contributor,6-10 years,Remote,0,1,2026-05-09,6,4,5,4,3,3,2,3,3,2,3,4,3,3,3,3,3,2,3
R02469,T101,Commercial,DE,EMEA,Women,50-59,Individual contributor,1-2 years,Onsite,0,1,2026-05-22,10,5,5,4,4,3,4,3,3,4,4,3,2,4,5,5,5,5,4
R02470,T101,Commercial,DE,EMEA,Women,18-29,Team lead,3-5 years,Onsite,0,1,2026-05-19,9,5,5,5,5,5,5,2,2,2,2,3,3,2,1,4,4,4,4
R02471,T101,Commercial,DE,EMEA,Men,30-39,Individual contributor,< 1 year,Remote,0,1,2026-05-05,6,5,5,4,3,3,4,4,3,4,3,4,4,4,3,4,3,2,3
R02472,T101,Commercial,DE,EMEA,Men,40-49,Individual contributor,1-2 years,Hybrid,0,1,2026-05-15,10,5,5,4,4,4,4,5,3,4,5,3,5,5,5,4,5,5,3
R02473,T101,Commercial,DE,EMEA,Women,40-49,Manager,3-5 years,Onsite,0,1,2026-05-04,10,4,4,4,3,5,3,4,3,4,3,4,3,4,4,3,3,4,4
R02474,T101,Commercial,DE,EMEA,Men,18-29,Team lead,< 1 year,Onsite,0,1,2026-05-05,6,5,4,5,4,4,3,5,5,5,2,2,2,4,4,4,3,3,3
R02475,T101,Commercial,DE,EMEA,Men,30-39,Manager,1-2 years,Onsite,0,1,2026-05-04,7,4,3,5,5,5,5,4,4,4,5,4,4,3,4,4,5,4,4
R02476,T101,Commercial,DE,EMEA,Women,30-39,Individual contributor,1-2 years,Onsite,0,1,2026-05-21,8,5,4,5,3,4,4,3,3,5,4,4,5,4,4,3,3,4,3
R02477,T101,Commercial,DE,EMEA,Women,40-49,Individual contributor,1-2 years,Onsite,0,1,2026-05-06,7,4,3,4,4,4,4,2,4,5,4,3,4,4,4,3,4,4,4
R02478,T101,Commercial,DE,EMEA,Women,30-39,Individual contributor,1-2 years,Onsite,0,1,2026-05-04,9,3,4,5,3,3,2,3,3,4,3,3,3,4,3,4,4,3,3
R02479,T101,Commercial,DE,EMEA,Women,50-59,Individual contributor,10 years +,Remote,0,1,2026-05-17,9,5,5,5,4,5,4,3,3,4,3,3,5,5,5,3,5,3,4
R02480,T101,Commercial,DE,EMEA,Women,50-59,Individual contributor,1-2 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R02481,T101,Commercial,DE,EMEA,Women,50-59,Individual contributor,< 1 year,Hybrid,0,1,2026-05-22,10,5,5,4,5,4,4,4,4,5,3,4,4,4,5,4,5,5,4
R02482,T101,Commercial,DE,EMEA,Women,40-49,Individual contributor,6-10 years,Onsite,0,1,2026-05-15,7,2,3,1,4,4,5,2,1,3,3,3,3,4,3,3,3,5,4
R02483,T101,Commercial,DE,EMEA,Men,30-39,Individual contributor,1-2 years,Hybrid,0,1,2026-05-19,7,3,3,4,4,4,3,2,2,3,2,2,2,4,3,3,4,5,4
R02484,T101,Commercial,DE,EMEA,Men,40-49,Team lead,10 years +,Hybrid,0,1,2026-05-20,8,3,3,4,2,2,3,3,3,4,5,4,4,3,2,2,3,3,3
R02485,T101,Commercial,DE,EMEA,Women,60+,Individual contributor,1-2 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R02486,T101,Commercial,DE,EMEA,Women,30-39,Individual contributor,1-2 years,Hybrid,0,1,2026-05-15,7,4,5,4,3,2,4,5,5,4,2,4,2,4,3,2,4,3,3
R02487,T101,Commercial,DE,EMEA,Non-binary / self-described,30-39,Individual contributor,< 1 year,Hybrid,0,1,2026-05-20,8,4,3,3,2,2,2,3,4,3,3,4,4,4,5,3,4,3,4
R02488,T102,Commercial,US,North America,Women,18-29,Manager,< 1 year,Onsite,0,1,2026-05-16,8,4,3,3,3,4,4,4,3,5,2,3,4,5,5,4,5,3,4
R02489,T102,Commercial,US,North America,Men,50-59,Team lead,1-2 years,Hybrid,0,1,2026-05-19,8,4,4,4,5,5,4,3,2,3,3,4,2,3,4,4,4,4,4
